year,category,rank,player,team,value
1945,,Base on Balls,Roy Cullenbine,Cleveland,113
1945,,Batting Average,Snuffy Stirnweiss,New York,.309
1945,,Doubles,Wally Moses,Chicago,35
1945,,Hits,Snuffy Stirnweiss,New York,195
1945,,Home Runs,Vern Stephens,St. Louis,24
1945,,On Base Percentage,Eddie Lake,Boston,.412
1945,,RBI,Nick Etten,New York,111
1945,,Runs,Snuffy Stirnweiss,New York,107
1945,,Slugging Average,Snuffy Stirnweiss,New York,.476
1945,,Stolen Bases,Snuffy Stirnweiss,New York,33
1945,,Total Bases,Snuffy Stirnweiss,New York,301
1945,,Triples,Snuffy Stirnweiss,New York,22
1945,,Statistic,Name(s),Team(s),#
1945,,Statistic,Name(s),Team(s),#
1945,,Complete Games,Hal Newhouser,Detroit,29
1945,,ERA,Hal Newhouser,Detroit,1.81
1945,,Games,Joe Berry,Philadelphia,52
1945,,Saves,Jim Turner,New York,10
1945,,Shutouts,Hal Newhouser,Detroit,8
1945,,Strikeouts,Hal Newhouser,Detroit,212
1945,,Winning Percentage,Hal Newhouser,Detroit,.735
1945,,Wins,Hal Newhouser,Detroit,25
1945,,Statistic,Name(s),Team(s),#
1946,,Statistic,Name(s),Team(s),#
1946,,Base on Balls,Ted Williams,Boston,156
1946,,Batting Average,Mickey Vernon,Washington,.353
1946,,Doubles,Mickey Vernon,Washington,51
1946,,Hits,Johnny Pesky,Boston,208
1946,,Home Runs,Hank Greenberg,Detroit,44
1946,,On Base Percentage,Ted Williams,Boston,.497
1946,,RBI,Hank Greenberg,Detroit,127
1946,,Runs,Ted Williams,Boston,142
1946,,Slugging Average,Ted Williams,Boston,.667
1946,,Stolen Bases,George Case,Cleveland,28
1946,,Total Bases,Ted Williams,Boston,343
1946,,Triples,Hank Edwards,Cleveland,16
1946,,Statistic,Name(s),Team(s),#
1946,,Statistic,Name(s),Team(s),#
1946,,Complete Games,Bob Feller,Cleveland,36
1946,,ERA,Hal Newhouser,Detroit,1.94
1946,,Games,Bob Feller,Cleveland,48
1946,,Saves,Bob Klinger,Boston,9
1946,,Shutouts,Bob Feller,Cleveland,10
1946,,Strikeouts,Bob Feller,Cleveland,348
1946,,Winning Percentage,Dave Ferriss,Boston,.806
1946,,Wins,Bob Feller,Cleveland,26
1946,,Statistic,Name(s),Team(s),#
1947,,Statistic,Name(s),Team(s),#
1947,,Base on Balls,Ted Williams,Boston,162
1947,,Batting Average,Ted Williams,Boston,.343
1947,,Doubles,Lou Boudreau,Cleveland,45
1947,,Hits,Johnny Pesky,Boston,207
1947,,Home Runs,Ted Williams,Boston,32
1947,,On Base Percentage,Ted Williams,Boston,.499
1947,,RBI,Ted Williams,Boston,114
1947,,Runs,Ted Williams,Boston,125
1947,,Slugging Average,Ted Williams,Boston,.634
1947,,Stolen Bases,Bob Dillinger,St. Louis,34
1947,,Total Bases,Ted Williams,Boston,335
1947,,Triples,Tommy Henrich,New York,13
1947,,Statistic,Name(s),Team(s),#
1947,,Statistic,Name(s),Team(s),#
1947,,Complete Games,Hal Newhouser,Detroit,24
1947,,ERA,Joe Haynes,Chicago,2.42
1947,,Games,Ed Klieman,Cleveland,58
1947,,Saves,Ed Klieman,Cleveland,17
1947,,Shutouts,Bob Feller,Cleveland,5
1947,,Strikeouts,Bob Feller,Cleveland,196
1947,,Winning Percentage,Allie Reynolds,New York,.704
1947,,Wins,Bob Feller,Cleveland,20
1947,,Statistic,Name(s),Team(s),#
1948,,Statistic,Name(s),Team(s),#
1948,,Base on Balls,Ted Williams,Boston,126
1948,,Batting Average,Ted Williams,Boston,.369
1948,,Doubles,Ted Williams,Boston,44
1948,,Hits,Bob Dillinger,St. Louis,207
1948,,Home Runs,Joe DiMaggio,New York,39
1948,,On Base Percentage,Ted Williams,Boston,.497
1948,,RBI,Joe DiMaggio,New York,155
1948,,Runs,Tommy Henrich,New York,138
1948,,Slugging Average,Ted Williams,Boston,.615
1948,,Stolen Bases,Bob Dillinger,St. Louis,28
1948,,Total Bases,Joe DiMaggio,New York,355
1948,,Triples,Tommy Henrich,New York,14
1948,,Statistic,Name(s),Team(s),#
1948,,Statistic,Name(s),Team(s),#
1948,,Complete Games,Bob Lemon,Cleveland,20
1948,,ERA,Gene Bearden,Cleveland,2.43
1948,,Games,Joe Page,New York,55
1948,,Saves,Russ Christopher,Cleveland,17
1948,,Shutouts,Bob Lemon,Cleveland,10
1948,,Strikeouts,Bob Feller,Cleveland,164
1948,,Winning Percentage,Jack Kramer,Boston,.783
1948,,Wins,Hal Newhouser,Detroit,21
1948,,Statistic,Name(s),Team(s),#
1959,,Statistic,Name(s),Team(s),#
1959,,Base on Balls,Eddie Yost,Detroit,135
1959,,Batting Average,Harvey Kuenn,Detroit,.353
1959,,Doubles,Harvey Kuenn,Detroit,42
1959,,Hits,Harvey Kuenn,Detroit,198
1959,,Home Runs,Rocky Colavito,Cleveland,42
1959,,On Base Percentage,Eddie Yost,Detroit,.437
1959,,RBI,Jackie Jensen,Boston,112
1959,,Runs,Eddie Yost,Detroit,115
1959,,Slugging Average,Al Kaline,Detroit,.530
1959,,Stolen Bases,Luis Aparacio,Chicago,56
1959,,Total Bases,Rocky Colavito,Cleveland,301
1959,,Triples,Bob Allison,Washington,9
1959,,Statistic,Name(s),Team(s),#
1959,,Statistic,Name(s),Team(s),#
1959,,Complete Games,Camilo Pascual,Washington,17
1959,,ERA,Hoyt Wilhelm,Baltimore,2.19
1959,,Games,Gerry Staley,Chicago,67
1959,,Saves,Turk Lown,Chicago,15
1959,,Shutouts,Camilo Pascual,Washington,6
1959,,Strikeouts,Jim Bunning,Detroit,201
1959,,Winning Percentage,Bob Shaw,Chicago,.750
1959,,Wins,Early Wynn,Chicago,22
1959,,Statistic,Name(s),Team(s),#
1960,,Statistic,Name(s),Team(s),#
1960,,Base on Balls,Eddie Yost,Detroit,125
1960,,Batting Average,Pete Runnels,Boston,.320
1960,,Doubles,Tito Francona,Cleveland,36
1960,,Hits,Minnie Minoso,Chicago,184
1960,,Home Runs,Mickey Mantle,New York,40
1960,,On Base Percentage,Eddie Yost,Detroit,.416
1960,,RBI,Roger Maris,New York,112
1960,,Runs,Mickey Mantle,New York,119
1960,,Slugging Average,Roger Maris,New York,.581
1960,,Stolen Bases,Luis Aparacio,Chicago,51
1960,,Total Bases,Mickey Mantle,New York,294
1960,,Triples,Nellie Fox,Chicago,10
1960,,Statistic,Name(s),Team(s),#
1960,,Statistic,Name(s),Team(s),#
1960,,Complete Games,Frank Lary,Detroit,15
1960,,ERA,Frank Baumann,Chicago,2.67
1960,,Games,Mike Fornieles,Boston,70
1960,,Saves,Johnny Klippstein,Cleveland,14
1960,,Shutouts,Whitey Ford,New York,4
1960,,Strikeouts,Jim Bunning,Detroit,201
1960,,Winning Percentage,Jim Perry,Cleveland,.643
1960,,Wins,Chuck Estrada,Baltimore,18
1960,,Statistic,Name(s),Team(s),#
1961,,Statistic,Name(s),Team(s),#
1961,,Base on Balls,Mickey Mantle,New York,126
1961,,Batting Average,Norm Cash,Detroit,.361
1961,,Doubles,Al Kaline,Detroit,41
1961,,Hits,Norm Cash,Detroit,193
1961,,Home Runs,Roger Maris,New York,61
1961,,On Base Percentage,Norm Cash,Detroit,.488
1961,,RBI,Jim Gentile,Baltimore,141
1961,,Runs,Roger Maris,New York,132
1961,,Slugging Average,Mickey Mantle,New York,.687
1961,,Stolen Bases,Luis Aparacio,Chicago,53
1961,,Total Bases,Roger Maris,New York,366
1961,,Triples,Jake Wood,Detroit,14
1961,,Statistic,Name(s),Team(s),#
1961,,Statistic,Name(s),Team(s),#
1961,,Complete Games,Frank Lary,Detroit,22
1961,,ERA,Dick Donovan,Washington,2.40
1961,,Games,Luis Arroyo,New York,65
1961,,Saves,Luis Arroyo,New York,29
1961,,Shutouts,Steve Barber,Baltimore,8
1961,,Strikeouts,Camilo Pascual,Minnesota,221
1961,,Winning Percentage,Whitey Ford,New York,.862
1961,,Wins,Whitey Ford,New York,25
1961,,Statistic,Name(s),Team(s),#
1962,,Statistic,Name(s),Team(s),#
1962,,Base on Balls,Mickey Mantle,New York,122
1962,,Batting Average,Pete Runnels,Boston,.326
1962,,Doubles,Floyd Robinson,Chicago,45
1962,,Hits,Bobby Richardson,New York,209
1962,,Home Runs,Harmon Killebrew,Minnesota,48
1962,,On Base Percentage,Mickey Mantle,New York,.488
1962,,RBI,Harmon Killebrew,MInnesota,126
1962,,Runs,Albie Pearson,Los Angeles,115
1962,,Slugging Average,Mickey Mantle,New York,.605
1962,,Stolen Bases,Luis Aparicio,Chicago,31
1962,,Total Bases,Rocky Colavito,Detroit,309
1962,,Triples,Gino Cimoli,Kansas City,15
1962,,Statistic,Name(s),Team(s),#
1962,,Statistic,Name(s),Team(s),#
1962,,Complete Games,Camilo Pascual,Minnesota,18
1962,,ERA,Hank Aguirre,Detroit,2.21
1962,,Games,Dick Radatz,Boston,62
1962,,Saves,Dick Radatz,Boston,24
1962,,Shutouts,Dick Donovan,Cleveland,5
1962,,Strikeouts,Camilo Pascual,Minnesota,206
1962,,Winning Percentage,Ray Herbert,Chicago,.690
1962,,Wins,Ralph Terry,New York,23
1962,,Statistic,Name(s),Team(s),#
1963,,Statistic,Name(s),Team(s),#
1963,,Base on Balls,Carl Yastrzemski,Boston,95
1963,,Batting Average,Carl Yastrzemski,Boston,.321
1963,,Doubles,Carl Yastrzemski,Boston,40
1963,,Hits,Carl Yastrzemski,Boston,183
1963,,Home Runs,Harmon Killebrew,Minnesota,45
1963,,On Base Percentage,Carl Yastrzemski,Boston,.419
1963,,RBI,Dick Stuart,Boston,118
1963,,Runs,Bob Allison,Minnesota,99
1963,,Slugging Average,Harmon Killebrew,Minnesota,.555
1963,,Stolen Bases,Luis Aparicio,Baltimore,40
1963,,Total Bases,Dick Stuart,Boston,319
1963,,Triples,Zoilo Versalles,Minnesota,13
1963,,Statistic,Name(s),Team(s),#
1963,,Statistic,Name(s),Team(s),#
1963,,Complete Games,Camilo Pascual,Minnesota,18
1963,,ERA,Gary Peters,Chicago,2.33
1963,,Games,Stu Miller,Baltimore,71
1963,,Saves,Stu Miller,Baltimore,27
1963,,Shutouts,Ray Herbert,Chicago,7
1963,,Strikeouts,Camilo Pascual,Minnesota,202
1963,,Winning Percentage,Whitey Ford,New York,.774
1963,,Wins,Whitey Ford,New York,24
1963,,Statistic,Name(s),Team(s),#
1964,,Statistic,Name(s),Team(s),#
1964,,Base on Balls,Norm Siebern,Baltimore,106
1964,,Batting Average,Tony Oliva,Minnesota,.323
1964,,Doubles,Tony Oliva,Minnesota,43
1964,,Hits,Tony Oliva,Minnesota,217
1964,,Home Runs,Harmon Killebrew,Minnesota,49
1964,,On Base Percentage,Mickey Mantle,New York,.426
1964,,RBI,Brooks Robinson,Baltimore,118
1964,,Runs,Tony Oliva,Minnesota,109
1964,,Slugging Average,Boog Powell,Baltimore,.606
1964,,Stolen Bases,Luis Aparicio,Baltimore,57
1964,,Total Bases,Tony Oliva,Minnesota,374
1964,,Triples,Rich Rollins,Minnesota,10
1964,,Statistic,Name(s),Team(s),#
1964,,Statistic,Name(s),Team(s),#
1964,,Complete Games,Dean Chance,Los Angeles,19
1964,,ERA,Dean Chance,Los Angeles,1.65
1964,,Games,John Wyatt,Kansas City,81
1964,,Saves,Dick Radatz,Boston,29
1964,,Shutouts,Dean Chance,Los Angeles,11
1964,,Strikeouts,Al Downing,New York,217
1964,,Winning Percentage,Wally Bunker,Baltimore,.792
1964,,Wins,Dean Chance,Los Angeles,20
1964,,Statistic,Name(s),Team(s),#
1965,,Statistic,Name(s),Team(s),#
1965,,Base on Balls,Rocky Colavito,Cleveland,93
1965,,Batting Average,Tony Oliva,Minnesota,.321
1965,,Doubles,Zoilo Versalles,Minnesota,45
1965,,Hits,Tony Oliva,Minnesota,185
1965,,Home Runs,Tony Conigliaro,Boston,32
1965,,On Base Percentage,Carl Yastrzemski,Boston,.398
1965,,RBI,Rocky Colavito,Cleveland,108
1965,,Runs,Zoilo Versalles,Minnesota,126
1965,,Slugging Average,Carl Yastrzemski,Boston,.536
1965,,Stolen Bases,Bert Campaneris,Kansas City,51
1965,,Total Bases,Zoilo Versalles,Minnesota,308
1965,,Triples,Bert Campaneris,Kansas City,12
1965,,Statistic,Name(s),Team(s),#
1965,,Statistic,Name(s),Team(s),#
1965,,Complete Games,Mel Stottlemyre,New York,18
1965,,ERA,Sam McDowell,Cleveland,2.18
1965,,Games,Eddie Fisher,Chicago,82
1965,,Saves,Ron Kline,Washington,29
1965,,Shutouts,Mudcat Grant,Minnesota,6
1965,,Strikeouts,Sam McDowell,Cleveland,325
1965,,Winning Percentage,Mudcat Grant,Minnesota,.750
1965,,Wins,Mudcat Grant,Minnesota,21
1965,,Statistic,Name(s),Team(s),#
1966,,Statistic,Name(s),Team(s),#
1966,,Base on Balls,Harmon Killebrew,Minnesota,103
1966,,Batting Average,Frank Robinson,Baltimore,.316
1966,,Doubles,Carl Yastrzemski,Boston,39
1966,,Hits,Tony Oliva,Minnesota,191
1966,,Home Runs,Frank Robinson,Baltimore,49
1966,,On Base Percentage,Frank Robinson,Baltimore,.415
1966,,RBI,Frank Robinson,Baltimore,122
1966,,Runs,Frank Robinson,Baltimore,122
1966,,Slugging Average,Frank Robinson,Baltimore,.637
1966,,Stolen Bases,Bert Campaneris,Kansas City,52
1966,,Total Bases,Frank Robinson,Baltimore,367
1966,,Triples,Bobby Knoop,California,11
1966,,Statistic,Name(s),Team(s),#
1966,,Statistic,Name(s),Team(s),#
1966,,Complete Games,Jim Kaat,Minnesota,19
1966,,ERA,Gary Peters,Chicago,1.98
1966,,Games,Eddie Fisher,Baltimore,67
1966,,Saves,Jack Aker,Kansas City,32
1966,,Shutouts,Tommy John,Chicago,5
1966,,Strikeouts,Sam McDowell,Cleveland,225
1966,,Winning Percentage,Sonny Siebert,Cleveland,.667
1966,,Wins,Jim Kaat,Minnesota,25
1966,,Statistic,Name(s),Team(s),#
1967,,Statistic,Name(s),Team(s),#
1967,,Base on Balls,Harmon Killebrew,Minnesota,131
1967,,Batting Average,Carl Yastrzemski,Boston,.326
1967,,Doubles,Tony Oliva,Minnesota,34
1967,,Hits,Carl Yastrzemski,Boston,189
1967,,Home Runs,Harmon Killebrew,Minnesota,44
1967,,On Base Percentage,Carl Yastrzemski,Boston,.421
1967,,RBI,Carl Yastrzemski,Boston,121
1967,,Runs,Carl Yastrzemski,Boston,112
1967,,Slugging Average,Carl Yastrzemski,Boston,.622
1967,,Stolen Bases,Bert Campaneris,Kansas City,55
1967,,Total Bases,Carl Yastrzemski,Boston,360
1967,,Triples,Paul Blair,Baltimore,12
1967,,Statistic,Name(s),Team(s),#
1967,,Statistic,Name(s),Team(s),#
1967,,Complete Games,Dean Chance,Minnesota,18
1967,,ERA,Joe Horlen,Chicago,2.06
1967,,Games,Bob Locker,Chicago,77
1967,,Saves,Minnie Rojas,California,27
1967,,Shutouts,Steve Hargan,Cleveland,6
1967,,Strikeouts,Jim Lonborg,Boston,246
1967,,Winning Percentage,Joe Horlen,Chicago,.731
1967,,Wins,Jim Lonborg,Boston,22
1967,,Statistic,Name(s),Team(s),#
1968,,Statistic,Name(s),Team(s),#
1968,,Base on Balls,Carl Yastrzemski,Boston,119
1968,,Batting Average,Carl Yastrzemski,Boston,.301
1968,,Doubles,Reggie Smith,Boston,37
1968,,Hits,Bert Campaneris,Oakland,177
1968,,Home Runs,Frank Howard,Washington,44
1968,,On Base Percentage,Carl Yastrzemski,Boston,.429
1968,,RBI,Ken Harrelson,Boston,109
1968,,Runs,Dick McAuliffe,Detroit,95
1968,,Slugging Average,Frank Howard,Washington,.552
1968,,Stolen Bases,Bert Campaneris,Oakland,62
1968,,Total Bases,Frank Howard,Washington,330
1968,,Triples,Jim Fregosi,California,13
1968,,Statistic,Name(s),Team(s),#
1968,,Statistic,Name(s),Team(s),#
1968,,Complete Games,Denny McLain,Detroit,28
1968,,ERA,Luis Tiant,Cleveland,1.60
1968,,Games,Wilbur Wood,Chicago,88
1968,,Saves,Al Worthington,Minnesota,18
1968,,Shutouts,Luis Tiant,Cleveland,9
1968,,Strikeouts,Sam McDowell,Cleveland,283
1968,,Winning Percentage,Denny McLain,Detroit,.838
1968,,Wins,Denny McLain,Detroit,31
1968,,Statistic,Name(s),Team(s),#
1969,,Statistic,Name(s),Team(s),#
1969,,Base on Balls,Harmon Killebrew,Minnesota,145
1969,,Batting Average,Rod Carew,Minnesota,.332
1969,,Doubles,Tony Oliva,Minnesota,39
1969,,Hits,Tony Oliva,Minnesota,197
1969,,Home Runs,Harmon Killebrew,Minnesota,49
1969,,On Base Percentage,Harmon Killebrew,Minnesota,.430
1969,,RBI,Harmon Killebrew,Minnesota,140
1969,,Runs,Reggie Jackson,Oakland,123
1969,,Slugging Average,Reggie Jackson,Oakland,.608
1969,,Stolen Bases,Tommy Harper,Seattle,73
1969,,Total Bases,Frank Howard,Washington,340
1969,,Triples,Del Unser,Washington,8
1969,,Statistic,Name(s),Team(s),#
1969,,Statistic,Name(s),Team(s),#
1969,,Complete Games,Mel Stottlemyre,New York,24
1969,,ERA,Dick Bosman,Washington,2.19
1969,,Games,Wilbur Wood,Chicago,76
1969,,Saves,Ron Perranoski,Minnesota,31
1969,,Shutouts,Denny McLain,Detroit,9
1969,,Strikeouts,Sam McDowell,Cleveland,279
1969,,Winning Percentage,Jim Palmer,Baltimore,.800
1969,,Wins,Denny McLain,Detroit,24
1969,,Statistic,Name(s),Team(s),#
1970,,Statistic,Name(s),Team(s),#
1970,,Base on Balls,Frank Howard,Washington,132
1970,,Batting Average,Alex Johnson,California,.329
1970,,Doubles,Tony Oliva,Minnesota,36
1970,,Hits,Tony Oliva,Minnesota,204
1970,,Home Runs,Frank Howard,Washington,44
1970,,On Base Percentage,Carl Yastrzemski,Boston,.453
1970,,RBI,Frank Howard,Washington,126
1970,,Runs,Carl Yastrzemski,Boston,125
1970,,Slugging Average,Carl Yastrzemski,Boston,.592
1970,,Stolen Bases,Bert Campaneris,Oakland,42
1970,,Total Bases,Carl Yastrzemski,Boston,335
1970,,Triples,Cesar Tovar,Minnesota,13
1970,,Statistic,Name(s),Team(s),#
1970,,Statistic,Name(s),Team(s),#
1970,,Complete Games,Mike Cuellar,Baltimore,21
1970,,ERA,Diego Segui,Oakland,2.56
1970,,Games,Wilbur Wood,Chicago,77
1970,,Saves,Ron Perranoski,Minnesota,34
1970,,Shutouts,Chuck Dobson,Oakland,5
1970,,Strikeouts,Sam McDowell,Cleveland,304
1970,,Winning Percentage,Mike Cuellar,Baltimore,.750
1970,,Wins,Mike Cuellar,Baltimore,24
1970,,Statistic,Name(s),Team(s),#
1971,,Statistic,Name(s),Team(s),#
1971,,Base on Balls,Harmon Killebrew,Minnesota,114
1971,,Batting Average,Tony Oliva,Minnesota,.337
1971,,Doubles,Reggie Smith,Boston,33
1971,,Hits,Cesar Tovar,Minnesota,204
1971,,Home Runs,Bill Melton,Chicago,33
1971,,On Base Percentage,Bobby Murcer,New York,.429
1971,,RBI,Harmon Killebrew,Minnesota,119
1971,,Runs,Don Buford,Baltimore,99
1971,,Slugging Average,Tony Oliva,Minnesota,.546
1971,,Stolen Bases,Amos Otis,Kansas City,52
1971,,Total Bases,Reggie Smith,Boston,302
1971,,Triples,Freddie Patek,Kansas City,11
1971,,Statistic,Name(s),Team(s),#
1971,,Statistic,Name(s),Team(s),#
1971,,Complete Games,Mickey Lolich,Detroit,29
1971,,ERA,Vida Blue,Oakland,1.82
1971,,Games,Ken Sanders,Milwaukee,83
1971,,Saves,Ken Sanders,Milwaukee,31
1971,,Shutouts,Vida Blue,Oakland,8
1971,,Strikeouts,Mickey Lolich,Detroit,308
1971,,Winning Percentage,Dave McNally,Baltimore,.808
1971,,Wins,Mickey Lolich,Detroit,25
1971,,Statistic,Name(s),Team(s),#
1972,,Statistic,Name(s),Team(s),#
1972,,Base on Balls,Dick Allen,Chicago,99
1972,,Batting Average,Rod Carew,Minnesota,.318
1972,,Doubles,Lou Piniella,Kansas City,33
1972,,Hits,Joe Rudi,Oakland,181
1972,,Home Runs,Dick Allen,Chicago,37
1972,,On Base Percentage,Dick Allen,Chicago,.422
1972,,RBI,Dick Allen,Chicago,113
1972,,Runs,Bobby Murcer,New York,102
1972,,Slugging Average,Dick Allen,Chicago,.603
1972,,Stolen Bases,Bert Campaneris,Oakland,52
1972,,Total Bases,Bobby Murcer,New York,314
1972,,Triples,Joe Rudi,Oakland,9
1972,,Statistic,Name(s),Team(s),#
1972,,Statistic,Name(s),Team(s),#
1972,,Complete Games,Gaylord Perry,Cleveland,29
1972,,ERA,Luis Tiant,Boston,1.91
1972,,Games,Paul Lindblad,Texas,66
1972,,Saves,Sparky Lyle,New York,35
1972,,Shutouts,Nolan Ryan,California,9
1972,,Strikeouts,Nolan Ryan,California,329
1972,,Winning Percentage,Catfish Hunter,Oakland,.750
1972,,Wins,Gaylord Perry,Cleveland,24
1972,,Statistic,Name(s),Team(s),#
1973,,Statistic,Name(s),Team(s),#
1973,,Base on Balls,John Mayberry,Kansas City,122
1973,,Batting Average,Rod Carew,Minnesota,.350
1973,,Doubles,Sal Bando,Oakland,32
1973,,Hits,Rod Carew,Minnesota,203
1973,,Home Runs,Reggie Jackson,Oakland,32
1973,,On Base Percentage,John Mayberry,Kansas City,.420
1973,,RBI,Reggie Jackson,Oakland,117
1973,,Runs,Reggie Jackson,Oakland,99
1973,,Slugging Average,Reggie Jackson,Oakland,.531
1973,,Stolen Bases,Tommy Harper,Boston,54
1973,,Total Bases,Sal Bando,Oakland,295
1973,,Triples,Al Bumbry,Baltimore,11
1973,,Statistic,Name(s),Team(s),#
1973,,Statistic,Name(s),Team(s),#
1973,,Complete Games,Gaylord Perry,Cleveland,29
1973,,ERA,Jim Palmer,Baltimore,2.40
1973,,Games,John Hiller,Detroit,65
1973,,Saves,John Hiller,Detroit,38
1973,,Shutouts,Bert Blyleven,Minnesota,9
1973,,Strikeouts,Nolan Ryan,California,383
1973,,Winning Percentage,Catfish Hunter,Oakland,.808
1973,,Wins,Wilbur Wood,Chicago,24
1973,,Statistic,Name(s),Team(s),#
1974,,Statistic,Name(s),Team(s),#
1974,,Base on Balls,Gene Tenace,Oakland,110
1974,,Batting Average,Rod Carew,Minnesota,.364
1974,,Doubles,Joe Rudi,Oakland,39
1974,,Hits,Rod Carew,Minnesota,218
1974,,Home Runs,Dick Allen,Chicago,32
1974,,On Base Percentage,Rod Carew,Minnesota,.435
1974,,RBI,Jeff Burroughs,Texas,118
1974,,Runs,Carl Yastrzemski,Boston,93
1974,,Slugging Average,Dick Allen,Chicago,.563
1974,,Stolen Bases,Billy North,Oakland,54
1974,,Total Bases,Joe Rudi,Oakland,287
1974,,Triples,Mickey Rivers,California,11
1974,,Statistic,Name(s),Team(s),#
1974,,Statistic,Name(s),Team(s),#
1974,,Complete Games,Fergie Jenkins,Texas,29
1974,,ERA,Catfish Hunter,Oakland,2.49
1974,,Games,Rollie Fingers,Oakland,76
1974,,Saves,Terry Forster,Chicago,24
1974,,Shutouts,Luis Tiant,Boston,7
1974,,Strikeouts,Nolan Ryan,California,367
1974,,Winning Percentage,Mike Cuellar,Baltimore,.688
1974,,Wins,Catfish Hunter,Oakland,25
1974,,Statistic,Name(s),Team(s),#
1990,,Statistic,Name,Team,#
1990,,Base on Balls,Mark McGwire,Oakland,110
1990,,Batting Average,George Brett,Kansas City,.329
1990,,Doubles,George Brett,Kansas City,45
1990,,Hits,Rafael Palmeiro,Texas,191
1990,,Home Runs,Cecil Fielder,Detroit,51
1990,,On Base Percentage,Rickey Henderson,Oakland,.441
1990,,RBI,Cecil Fielder,Detroit,132
1990,,Runs,Rickey Henderson,Oakland,119
1990,,Slugging Average,Cecil Fielder,Detroit,.592
1990,,Stolen Bases,Rickey Henderson,Oakland,65
1990,,Total Bases,Cecil Fielder,Detroit,339
1990,,Triples,Tony Fernandez,Toronto,17
1990,,Statistic,Name,Team,#
1990,,Statistic,Name,Team,#
1990,,Complete Games,Jack Morris,Detroit,11
1990,,ERA,Roger Clemens,Boston,1.93
1990,,Games,Bobby Thigpen,Chicago,77
1990,,Saves,Bobby Thigpen,Chicago,57
1990,,Shutouts,Roger Clemens,Boston,4
1990,,Strikeouts,Nolan Ryan,Texas,269
1990,,Winning Percentage,Bob Welch,Oakland,.818
1990,,Wins,Bob Welch,Oakland,27
1990,,Statistic,Name,Team,#
1991,,Statistic,Name,Team,#
1991,,Base on Balls,Frank Thomas,Chicago,138
1991,,Batting Average,Julio Franco,Texas,.341
1991,,Doubles,Rafael Palmeiro,Texas,49
1991,,Hits,Paul Molitor,Milwaukee,216
1991,,Home Runs,Jose Canseco,Oakland,44
1991,,On Base Percentage,Frank Thomas,Chicago,.454
1991,,RBI,Cecil Fielder,Detroit,133
1991,,Runs,Paul Molitor,Milwaukee,133
1991,,Slugging Average,Danny Tartabull,Kansas City,.593
1991,,Stolen Bases,Rickey Henderson,Oakland,58
1991,,Total Bases,"Cal Ripken, Jr.",Baltimore,368
1991,,Triples,Lance Johnson,Chicago,12
1991,,Statistic,Name,Team,#
1991,,Statistic,Name,Team,#
1991,,Complete Games,Jack McDowell,Chicago,15
1991,,ERA,Roger Clemens,Boston,2.62
1991,,Games,Duane Ward,Toronto,81
1991,,Saves,Bryan Harvey,California,46
1991,,Shutouts,Roger Clemens,Boston,4
1991,,Strikeouts,Roger Clemens,Boston,241
1991,,Winning Percentage,Scott Erickson,Minnesota,.714
1991,,Wins,Scott Erickson,Minnesota,20
1991,,Statistic,Name,Team,#
1992,,Statistic,Name,Team,#
1992,,Base on Balls,Mickey Tettleton,Detroit,122
1992,,Batting Average,Edgar Martinez,Seattle,.343
1992,,Doubles,Edgar Martinez,Seattle,46
1992,,Hits,Kirby Puckett,Minnesota,210
1992,,Home Runs,Juan Gonzalez,Texas,43
1992,,On Base Percentage,Frank Thomas,Chicago,.446
1992,,RBI,Cecil Fielder,Detroit,124
1992,,Runs,Tony Phillips,Detroit,114
1992,,Slugging Average,Mark McGwire,Oakland,.585
1992,,Stolen Bases,Kenny Lofton,Cleveland,66
1992,,Total Bases,Kirby Puckett,Minnesota,313
1992,,Triples,Lance Johnson,Chicago,12
1992,,Statistic,Name,Team,#
1992,,Statistic,Name,Team,#
1992,,Complete Games,Jack McDowell,Chicago,13
1992,,ERA,Roger Clemens,Boston,2.41
1992,,Games,Kenny Rogers,Texas,81
1992,,Saves,Dennis Eckersley,Oakland,51
1992,,Shutouts,Roger Clemens,Boston,5
1992,,Strikeouts,Randy Johnson,Seattle,241
1992,,Winning Percentage,Mike Mussina,Baltimore,.783
1992,,Wins,Kevin Brown,Texas,21
1992,,Statistic,Name,Team,#
1993,,Statistic,Name,Team,#
1993,,Base on Balls,Tony Phillips,Detroit,132
1993,,Batting Average,John Olerud,Toronto,.363
1993,,Doubles,John Olerud,Toronto,54
1993,,Hits,Paul Molitor,Toronto,211
1993,,Home Runs,Juan Gonzalez,Texas,46
1993,,On Base Percentage,John Olerud,Toronto,.478
1993,,RBI,Albert Belle,Cleveland,129
1993,,Runs,Rafael Palmeiro,Texas,124
1993,,Slugging Average,Juan Gonzalez,Texas,.632
1993,,Stolen Bases,Kenny Lofton,Cleveland,70
1993,,Total Bases,"Ken Griffey, Jr.",Seattle,359
1993,,Triples,Lance Johnson,Chicago,14
1993,,Statistic,Name,Team,#
1993,,Statistic,Name,Team,#
1993,,Complete Games,Chuck Finley,California,13
1993,,ERA,Kevin Appier,Kansas City,2.56
1993,,Games,Greg Harris,Boston,80
1993,,Saves,Jeff Montgomery,Kansas City,45
1993,,Shutouts,Jack McDowell,Chicago,4
1993,,Strikeouts,Randy Johnson,Seattle,308
1993,,Winning Percentage,Jimmy Key,New York,.750
